"ID"	"Sex"	"MetaPref"	"Musicianship"	"Ollen_Score"	"valence"	"chord"	"register"	"inversion"	"tension"	"energy"	"consonance"	"preference"
"S8"	"female"	"IntenseAndRebellious"	"Musician"	921	2	"Hex."	"High"	"NA"	6	5	3	3
"S9"	"female"	"ReflectiveAndComplex"	"Non-musician"	154	5	"Hex."	"High"	"NA"	5	6	4	4
"S10"	"female"	"ReflectiveAndComplex"	"Musician"	775	4	"Hex."	"High"	"NA"	6	7	6	6
"S11"	"female"	"EnergeticAndRhythmic"	"Non-musician"	279	4	"Hex."	"High"	"NA"	5	4	3	4
"S12"	"male"	"UpbeatAndConventional"	"Musician"	656	5	"Hex."	"High"	"NA"	6	6	5	5
"S13"	"male"	"ReflectiveAndComplex"	"Non-musician"	250	6	"Hex."	"High"	"NA"	5	6	5	6
"S14"	"male"	"ReflectiveAndComplex"	"Musician"	897	5	"Hex."	"High"	"NA"	6	5	3	1
"S15"	"female"	"ReflectiveAndComplex"	"Musician"	996	4	"Hex."	"High"	"NA"	5	4	3	4
"S16"	"male"	"IntenseAndRebellious"	"Non-musician"	292	4	"Hex."	"High"	"NA"	6	5	3	5
"S17"	"male"	"ReflectiveAndComplex"	"Non-musician"	381	4	"Hex."	"High"	"NA"	5	4	3	3
"S18"	"male"	"UpbeatAndConventional"	"Musician"	769	5	"Hex."	"High"	"NA"	3	7	5	4
"S19"	"male"	"EnergeticAndRhythmic"	"Musician"	978	4	"Hex."	"High"	"NA"	4	4	4	4
"S20"	"female"	"UpbeatAndConventional"	"Non-musician"	88	2	"Hex."	"High"	"NA"	5	4	5	4
"S21"	"male"	"ReflectiveAndComplex"	"Musician"	981	4	"Hex."	"High"	"NA"	5	4	4	6
"S22"	"female"	"ReflectiveAndComplex"	"Musician"	908	5	"Hex."	"High"	"NA"	6	5	2	4
"S23"	"female"	"UpbeatAndConventional"	"Non-musician"	98	4	"Hex."	"High"	"NA"	6	5	4	2
"S24"	"female"	"UpbeatAndConventional"	"Non-musician"	164	3	"Hex."	"High"	"NA"	5	5	2	3
"S25"	"female"	"UpbeatAndConventional"	"Non-musician"	420	4	"Hex."	"High"	"NA"	5	3	2	1
"S26"	"female"	"ReflectiveAndComplex"	"Non-musician"	72	5	"Hex."	"High"	"NA"	2	5	5	6
"S27"	"male"	"ReflectiveAndComplex"	"Musician"	737	7	"Hex."	"High"	"NA"	2	3	4	7
"S28"	"male"	"ReflectiveAndComplex"	"Non-musician"	74	2	"Hex."	"High"	"NA"	6	5	2	2
"S29"	"female"	"UpbeatAndConventional"	"Non-musician"	295	3	"Hex."	"High"	"NA"	6	5	3	3
"S30"	"female"	"UpbeatAndConventional"	"Musician"	712	4	"Hex."	"High"	"NA"	5	5	4	4
"S31"	"female"	"ReflectiveAndComplex"	"Non-musician"	116	5	"Hex."	"High"	"NA"	4	4	4	5
"S32"	"female"	"ReflectiveAndComplex"	"Musician"	688	4	"Hex."	"High"	"NA"	7	5	1	5
"S33"	"female"	"ReflectiveAndComplex"	"Non-musician"	55	1	"Hex."	"High"	"NA"	7	6	1	1
"S34"	"female"	"ReflectiveAndComplex"	"Musician"	953	3	"Hex."	"High"	"NA"	7	5	2	4
"S35"	"female"	"IntenseAndRebellious"	"Non-musician"	66	4	"Hex."	"High"	"NA"	4	2	1	2
"S36"	"female"	"ReflectiveAndComplex"	"Musician"	999	3	"Hex."	"High"	"NA"	7	7	1	2
"S37"	"male"	"EnergeticAndRhythmic"	"Musician"	669	4	"Hex."	"High"	"NA"	5	4	3	4
"S38"	"female"	"ReflectiveAndComplex"	"Non-musician"	167	3	"Hex."	"High"	"NA"	5	4	3	3
"S39"	"male"	"ReflectiveAndComplex"	"Musician"	843	5	"Hex."	"High"	"NA"	3	5	4	5
"S40"	"male"	"ReflectiveAndComplex"	"Non-musician"	143	3	"Hex."	"High"	"NA"	5	3	3	4
"S41"	"male"	"ReflectiveAndComplex"	"Musician"	571	1	"Hex."	"High"	"NA"	7	7	1	1
"S42"	"female"	"ReflectiveAndComplex"	"Non-musician"	428	3	"Hex."	"High"	"NA"	6	6	2	6
"S43"	"female"	"UpbeatAndConventional"	"Non-musician"	109	3	"Hex."	"High"	"NA"	5	6	2	3
"S44"	"female"	"ReflectiveAndComplex"	"Musician"	956	3	"Hex."	"High"	"NA"	2	4	3	4
"S45"	"male"	"EnergeticAndRhythmic"	"Musician"	856	4	"Hex."	"High"	"NA"	5	3	3	5
"S46"	"female"	"IntenseAndRebellious"	"Non-musician"	66	3	"Hex."	"High"	"NA"	4	4	2	3
"S47"	"male"	"EnergeticAndRhythmic"	"Non-musician"	89	4	"Hex."	"High"	"NA"	5	5	3	3
"S48"	"male"	"UpbeatAndConventional"	"Non-musician"	104	3	"Hex."	"High"	"NA"	5	5	3	3
"S49"	"male"	"ReflectiveAndComplex"	"Musician"	989	5	"Hex."	"High"	"NA"	5	5	2	5
"S50"	"male"	"EnergeticAndRhythmic"	"Non-musician"	366	6	"Hex."	"High"	"NA"	2	2	3	7
"S51"	"male"	"IntenseAndRebellious"	"Musician"	550	2	"Hex."	"High"	"NA"	6	1	2	1
"S52"	"female"	"IntenseAndRebellious"	"Musician"	622	2	"Hex."	"High"	"NA"	6	4	1	2
"S53"	"male"	"ReflectiveAndComplex"	"Musician"	995	4	"Hex."	"High"	"NA"	5	3	6	4
"S54"	"female"	"ReflectiveAndComplex"	"Musician"	857	4	"Hex."	"High"	"NA"	5	5	3	3
"S55"	"female"	"EnergeticAndRhythmic"	"Musician"	983	2	"Hex."	"High"	"NA"	6	2	2	7
"S56"	"female"	"IntenseAndRebellious"	"Musician"	882	4	"Hex."	"High"	"NA"	4	3	3	4
"S57"	"male"	"ReflectiveAndComplex"	"Musician"	627	6	"Hex."	"High"	"NA"	3	2	2	4
"S58"	"male"	"ReflectiveAndComplex"	"Non-musician"	301	6	"Hex."	"High"	"NA"	2	5	5	6
"S59"	"female"	"ReflectiveAndComplex"	"Musician"	670	6	"Hex."	"High"	"NA"	2	3	4	5
"S60"	"male"	"IntenseAndRebellious"	"Musician"	697	3	"Hex."	"High"	"NA"	6	3	2	3
"S61"	"male"	"UpbeatAndConventional"	"Musician"	697	2	"Hex."	"High"	"NA"	7	4	5	2
"S62"	"male"	"ReflectiveAndComplex"	"Musician"	864	6	"Hex."	"High"	"NA"	3	6	2	6
"S63"	"male"	"IntenseAndRebellious"	"Musician"	860	5	"Hex."	"High"	"NA"	4	5	3	5
"S64"	"male"	"ReflectiveAndComplex"	"Musician"	927	3	"Hex."	"High"	"NA"	3	4	5	6
"S65"	"female"	"ReflectiveAndComplex"	"Musician"	964	3	"Hex."	"High"	"NA"	3	3	3	3
"S66"	"female"	"EnergeticAndRhythmic"	"Non-musician"	145	2	"Hex."	"High"	"NA"	6	5	3	2
"S67"	"female"	"ReflectiveAndComplex"	"Non-musician"	182	6	"Hex."	"High"	"NA"	6	6	2	6
"S68"	"female"	"ReflectiveAndComplex"	"Musician"	564	5	"Hex."	"High"	"NA"	7	6	3	6
"S69"	"female"	"ReflectiveAndComplex"	"Musician"	853	2	"Hex."	"High"	"NA"	7	5	2	4
"S70"	"male"	"IntenseAndRebellious"	"Non-musician"	468	3	"Hex."	"High"	"NA"	5	6	3	3
"S71"	"male"	"ReflectiveAndComplex"	"Musician"	977	6	"Hex."	"High"	"NA"	5	6	3	4
"S72"	"male"	"IntenseAndRebellious"	"Musician"	817	6	"Hex."	"High"	"NA"	7	7	1	6
"S73"	"male"	"UpbeatAndConventional"	"Musician"	877	6	"Hex."	"High"	"NA"	6	7	3	7
"S74"	"female"	"UpbeatAndConventional"	"Musician"	682	3	"Hex."	"High"	"NA"	6	6	5	6
"S75"	"female"	"EnergeticAndRhythmic"	"Musician"	815	3	"Hex."	"High"	"NA"	6	5	2	3
"S76"	"male"	"ReflectiveAndComplex"	"Non-musician"	490	6	"Hex."	"High"	"NA"	4	5	4	7
"S77"	"female"	"UpbeatAndConventional"	"Non-musician"	273	4	"Hex."	"High"	"NA"	5	4	3	4
"S78"	"female"	"ReflectiveAndComplex"	"Musician"	872	1	"Hex."	"High"	"NA"	7	7	1	1
"S79"	"female"	"UpbeatAndConventional"	"Non-musician"	89	2	"Hex."	"High"	"NA"	5	1	2	2
"S80"	"female"	"UpbeatAndConventional"	"Non-musician"	209	5	"Hex."	"High"	"NA"	5	4	3	5
"S81"	"male"	"ReflectiveAndComplex"	"Non-musician"	164	2	"Hex."	"High"	"NA"	5	2	3	3
"S82"	"male"	"ReflectiveAndComplex"	"Musician"	999	6	"Hex."	"High"	"NA"	3	4	4	6
"S83"	"female"	"IntenseAndRebellious"	"Non-musician"	86	5	"Hex."	"High"	"NA"	5	5	2	4
"S84"	"male"	"EnergeticAndRhythmic"	"Non-musician"	100	2	"Hex."	"High"	"NA"	5	5	2	3
"S85"	"male"	"ReflectiveAndComplex"	"Musician"	980	4	"Hex."	"High"	"NA"	2	2	2	3
"S86"	"male"	"EnergeticAndRhythmic"	"Non-musician"	117	3	"Hex."	"High"	"NA"	5	3	3	2
"S87"	"female"	"UpbeatAndConventional"	"Non-musician"	244	2	"Hex."	"High"	"NA"	2	4	2	4
"S88"	"female"	"IntenseAndRebellious"	"Non-musician"	314	3	"Hex."	"High"	"NA"	4	5	4	3
"S89"	"female"	"ReflectiveAndComplex"	"Musician"	783	7	"Hex."	"High"	"NA"	4	5	2	5
"S90"	"female"	"ReflectiveAndComplex"	"Musician"	820	6	"Hex."	"High"	"NA"	4	6	4	6
"S91"	"female"	"ReflectiveAndComplex"	"Musician"	836	5	"Hex."	"High"	"NA"	2	3	7	5
"S92"	"female"	"IntenseAndRebellious"	"Non-musician"	280	6	"Hex."	"High"	"NA"	6	5	2	7
"S93"	"male"	"ReflectiveAndComplex"	"Musician"	537	6	"Hex."	"High"	"NA"	7	7	1	7
"S94"	"male"	"UpbeatAndConventional"	"Non-musician"	340	5	"Hex."	"High"	"NA"	5	5	3	4
"S95"	"male"	"ReflectiveAndComplex"	"Musician"	989	5	"Hex."	"High"	"NA"	5	5	3	6
"S96"	"male"	"ReflectiveAndComplex"	"Musician"	956	4	"Hex."	"High"	"NA"	6	4	3	2
"S97"	"male"	"ReflectiveAndComplex"	"Non-musician"	387	2	"Hex."	"High"	"NA"	6	6	3	5
"S98"	"male"	"ReflectiveAndComplex"	"Musician"	738	5	"Hex."	"High"	"NA"	6	6	4	7
"S99"	"female"	"ReflectiveAndComplex"	"Musician"	559	2	"Hex."	"High"	"NA"	7	6	2	3
"S100"	"female"	"ReflectiveAndComplex"	"Musician"	994	1	"Hex."	"High"	"NA"	7	3	1	1
"S101"	"female"	"UpbeatAndConventional"	"Non-musician"	210	5	"Hex."	"High"	"NA"	6	4	3	6
"S102"	"female"	"UpbeatAndConventional"	"Musician"	996	2	"Hex."	"High"	"NA"	2	5	4	3
"S103"	"male"	"ReflectiveAndComplex"	"Musician"	797	6	"Hex."	"High"	"NA"	3	5	5	6
"S104"	"female"	"ReflectiveAndComplex"	"Musician"	996	5	"Hex."	"High"	"NA"	1	2	3	4
"S105"	"female"	"ReflectiveAndComplex"	"Musician"	612	5	"Hex."	"High"	"NA"	5	5	5	6
"S106"	"male"	"UpbeatAndConventional"	"Non-musician"	100	4	"Hex."	"High"	"NA"	5	4	3	4
"S107"	"male"	"ReflectiveAndComplex"	"Non-musician"	158	5	"Hex."	"High"	"NA"	6	5	2	2
"S108"	"male"	"IntenseAndRebellious"	"Non-musician"	128	4	"Hex."	"High"	"NA"	4	2	5	4
"S109"	"male"	"ReflectiveAndComplex"	"Musician"	997	4	"Hex."	"High"	"NA"	6	5	2	5
"S110"	"male"	"ReflectiveAndComplex"	"Musician"	967	4	"Hex."	"High"	"NA"	4	4	4	4
"S111"	"female"	"ReflectiveAndComplex"	"Musician"	514	7	"Hex."	"High"	"NA"	5	5	4	7
"S112"	"female"	"IntenseAndRebellious"	"Non-musician"	32	2	"Hex."	"High"	"NA"	5	2	1	1
"S113"	"female"	"ReflectiveAndComplex"	"Musician"	954	3	"Hex."	"High"	"NA"	6	5	2	5
"S114"	"female"	"ReflectiveAndComplex"	"Non-musician"	472	3	"Hex."	"High"	"NA"	5	5	2	3
"S115"	"female"	"ReflectiveAndComplex"	"Musician"	846	4	"Hex."	"High"	"NA"	4	4	3	3
"S116"	"male"	"ReflectiveAndComplex"	"Non-musician"	405	6	"Hex."	"High"	"NA"	5	6	6	6
"S117"	"female"	"ReflectiveAndComplex"	"Musician"	516	4	"Hex."	"High"	"NA"	5	4	3	4
"S118"	"female"	"ReflectiveAndComplex"	"Non-musician"	387	4	"Hex."	"High"	"NA"	4	3	5	3
"S119"	"female"	"ReflectiveAndComplex"	"Musician"	985	2	"Hex."	"High"	"NA"	6	6	2	6
"S120"	"female"	"ReflectiveAndComplex"	"Musician"	933	5	"Hex."	"High"	"NA"	5	5	4	4
"S121"	"female"	"IntenseAndRebellious"	"Non-musician"	119	2	"Hex."	"High"	"NA"	7	5	1	1
"S122"	"male"	"ReflectiveAndComplex"	"Musician"	913	3	"Hex."	"High"	"NA"	5	6	2	4
"S123"	"female"	"UpbeatAndConventional"	"Non-musician"	118	4	"Hex."	"High"	"NA"	3	4	3	3
"S124"	"male"	"ReflectiveAndComplex"	"Non-musician"	100	3	"Hex."	"High"	"NA"	5	3	3	3
"S125"	"male"	"IntenseAndRebellious"	"Non-musician"	351	6	"Hex."	"High"	"NA"	2	6	3	6
"S126"	"male"	"ReflectiveAndComplex"	"Musician"	944	2	"Hex."	"High"	"NA"	6	2	3	4
"S127"	"male"	"EnergeticAndRhythmic"	"Non-musician"	55	3	"Hex."	"High"	"NA"	5	3	2	2
"S128"	"female"	"UpbeatAndConventional"	"Non-musician"	111	4	"Hex."	"High"	"NA"	7	6	3	3
"S129"	"male"	"EnergeticAndRhythmic"	"Musician"	910	5	"Hex."	"High"	"NA"	4	4	3	5
"S130"	"male"	"ReflectiveAndComplex"	"Musician"	949	4	"Hex."	"High"	"NA"	5	4	3	4
"S131"	"female"	"UpbeatAndConventional"	"Musician"	990	4	"Hex."	"High"	"NA"	3	3	5	3
"S132"	"male"	"ReflectiveAndComplex"	"Non-musician"	263	1	"Hex."	"High"	"NA"	7	7	1	3
"S133"	"female"	"UpbeatAndConventional"	"Musician"	746	7	"Hex."	"High"	"NA"	4	4	3	5
"S134"	"female"	"IntenseAndRebellious"	"Non-musician"	202	2	"Hex."	"High"	"NA"	7	2	1	2
"S135"	"male"	"ReflectiveAndComplex"	"Musician"	694	4	"Hex."	"High"	"NA"	4	3	3	4
"S136"	"male"	"IntenseAndRebellious"	"Musician"	987	3	"Hex."	"High"	"NA"	6	5	4	5
"S137"	"female"	"UpbeatAndConventional"	"Non-musician"	39	4	"Hex."	"High"	"NA"	3	5	5	3
"S138"	"female"	"IntenseAndRebellious"	"Non-musician"	107	2	"Hex."	"High"	"NA"	6	4	2	1
"S139"	"male"	"ReflectiveAndComplex"	"Musician"	954	4	"Hex."	"High"	"NA"	5	4	3	4
"S140"	"male"	"IntenseAndRebellious"	"Musician"	968	4	"Hex."	"High"	"NA"	7	3	1	2
"S141"	"male"	"ReflectiveAndComplex"	"Non-musician"	251	6	"Hex."	"High"	"NA"	4	5	5	5
"S142"	"female"	"IntenseAndRebellious"	"Musician"	987	3	"Hex."	"High"	"NA"	5	6	2	3
"S143"	"female"	"ReflectiveAndComplex"	"Musician"	647	3	"Hex."	"High"	"NA"	7	3	2	3
"S144"	"male"	"IntenseAndRebellious"	"Non-musician"	456	5	"Hex."	"High"	"NA"	4	6	4	6
"S145"	"female"	"EnergeticAndRhythmic"	"Non-musician"	99	1	"Hex."	"High"	"NA"	7	5	1	1
"S146"	"female"	"UpbeatAndConventional"	"Non-musician"	227	5	"Hex."	"High"	"NA"	6	1	4	5
"S147"	"female"	"ReflectiveAndComplex"	"Non-musician"	74	4	"Hex."	"High"	"NA"	5	5	4	3
"S148"	"female"	"UpbeatAndConventional"	"Non-musician"	99	3	"Hex."	"High"	"NA"	5	5	3	2
"S149"	"female"	"UpbeatAndConventional"	"Musician"	986	4	"Hex."	"High"	"NA"	5	4	3	4
"S150"	"female"	"UpbeatAndConventional"	"Non-musician"	85	5	"Hex."	"High"	"NA"	4	4	4	6
"S151"	"male"	"IntenseAndRebellious"	"Musician"	583	3	"Hex."	"High"	"NA"	5	2	3	4
"S152"	"female"	"ReflectiveAndComplex"	"Non-musician"	258	4	"Hex."	"High"	"NA"	1	1	3	6
"S153"	"female"	"ReflectiveAndComplex"	"Non-musician"	282	3	"Hex."	"High"	"NA"	6	6	2	5
"S154"	"male"	"ReflectiveAndComplex"	"Musician"	894	5	"Hex."	"High"	"NA"	5	4	3	3
"S155"	"female"	"IntenseAndRebellious"	"Non-musician"	90	4	"Hex."	"High"	"NA"	5	2	3	4
"S156"	"female"	"ReflectiveAndComplex"	"Non-musician"	296	1	"Hex."	"High"	"NA"	6	1	1	2
"S157"	"female"	"IntenseAndRebellious"	"Musician"	618	3	"Hex."	"High"	"NA"	6	5	3	2
"S158"	"male"	"ReflectiveAndComplex"	"Musician"	848	7	"Hex."	"High"	"NA"	6	6	6	7
"S159"	"male"	"ReflectiveAndComplex"	"Musician"	928	3	"Hex."	"High"	"NA"	6	6	2	5
"S160"	"female"	"ReflectiveAndComplex"	"Musician"	589	1	"Hex."	"High"	"NA"	5	5	1	1
"S161"	"male"	"ReflectiveAndComplex"	"Musician"	972	4	"Hex."	"High"	"NA"	6	5	2	6
"S162"	"female"	"ReflectiveAndComplex"	"Non-musician"	157	3	"Hex."	"High"	"NA"	7	6	3	2
"S163"	"female"	"EnergeticAndRhythmic"	"Non-musician"	142	4	"Hex."	"High"	"NA"	7	4	1	1
"S164"	"female"	"ReflectiveAndComplex"	"Non-musician"	396	3	"Hex."	"High"	"NA"	6	5	4	3
"S165"	"male"	"EnergeticAndRhythmic"	"Non-musician"	395	4	"Hex."	"High"	"NA"	6	6	2	6
"S166"	"female"	"IntenseAndRebellious"	"Non-musician"	309	2	"Hex."	"High"	"NA"	7	4	2	3
"S167"	"female"	"ReflectiveAndComplex"	"Non-musician"	130	4	"Hex."	"High"	"NA"	3	4	4	4
"S168"	"male"	"ReflectiveAndComplex"	"Non-musician"	356	2	"Hex."	"High"	"NA"	5	5	3	4
"S169"	"male"	"ReflectiveAndComplex"	"Non-musician"	311	3	"Hex."	"High"	"NA"	5	7	3	6
"S170"	"female"	"UpbeatAndConventional"	"Musician"	509	6	"Hex."	"High"	"NA"	6	6	3	3
"S171"	"male"	"IntenseAndRebellious"	"Musician"	913	6	"Hex."	"High"	"NA"	5	5	4	2
"S172"	"male"	"ReflectiveAndComplex"	"Non-musician"	88	3	"Hex."	"High"	"NA"	3	6	3	5
"S173"	"female"	"ReflectiveAndComplex"	"Non-musician"	66	4	"Hex."	"High"	"NA"	5	4	3	4
"S174"	"male"	"EnergeticAndRhythmic"	"Musician"	791	4	"Hex."	"High"	"NA"	5	4	4	6
"S175"	"male"	"ReflectiveAndComplex"	"Musician"	959	4	"Hex."	"High"	"NA"	5	4	3	4
"S176"	"female"	"ReflectiveAndComplex"	"Musician"	903	4	"Hex."	"High"	"NA"	5	4	3	4
"S177"	"male"	"ReflectiveAndComplex"	"Non-musician"	460	1	"Hex."	"High"	"NA"	6	3	1	1
"S178"	"male"	"ReflectiveAndComplex"	"Musician"	652	5	"Hex."	"High"	"NA"	4	4	5	6
"S179"	"female"	"ReflectiveAndComplex"	"Musician"	759	4	"Hex."	"High"	"NA"	5	4	3	4
"S180"	"male"	"ReflectiveAndComplex"	"Musician"	958	6	"Hex."	"High"	"NA"	5	5	3	7
"S181"	"male"	"ReflectiveAndComplex"	"Musician"	732	4	"Hex."	"High"	"NA"	5	4	3	4
"S182"	"male"	"ReflectiveAndComplex"	"Musician"	698	4	"Hex."	"High"	"NA"	5	5	3	3
"S183"	"female"	"ReflectiveAndComplex"	"Musician"	995	5	"Hex."	"High"	"NA"	4	5	3	7
"S184"	"female"	"ReflectiveAndComplex"	"Musician"	584	4	"Hex."	"High"	"NA"	5	4	4	6
"S185"	"female"	"UpbeatAndConventional"	"Musician"	908	6	"Hex."	"High"	"NA"	6	7	2	2
"S186"	"male"	"ReflectiveAndComplex"	"Musician"	769	4	"Hex."	"High"	"NA"	5	4	3	4
"S187"	"female"	"ReflectiveAndComplex"	"Musician"	732	3	"Hex."	"High"	"NA"	7	6	1	5
"S188"	"female"	"UpbeatAndConventional"	"Non-musician"	131	4	"Hex."	"High"	"NA"	5	4	3	4
"S189"	"male"	"ReflectiveAndComplex"	"Musician"	967	2	"Hex."	"High"	"NA"	7	6	2	7
"S190"	"female"	"IntenseAndRebellious"	"Musician"	643	3	"Hex."	"High"	"NA"	7	5	2	4
"S191"	"female"	"UpbeatAndConventional"	"Non-musician"	175	5	"Hex."	"High"	"NA"	5	6	6	3
"S192"	"female"	"ReflectiveAndComplex"	"Musician"	920	3	"Hex."	"High"	"NA"	7	3	3	3
"S193"	"male"	"ReflectiveAndComplex"	"Non-musician"	285	5	"Hex."	"High"	"NA"	2	5	2	5
"S194"	"male"	"UpbeatAndConventional"	"Musician"	992	2	"Hex."	"High"	"NA"	4	3	4	2
"S195"	"male"	"ReflectiveAndComplex"	"Musician"	983	4	"Hex."	"High"	"NA"	4	7	3	5
"S196"	"female"	"ReflectiveAndComplex"	"Non-musician"	100	5	"Hex."	"High"	"NA"	6	6	2	3
"S197"	"female"	"IntenseAndRebellious"	"Non-musician"	136	4	"Hex."	"High"	"NA"	5	4	3	4
"S198"	"male"	"ReflectiveAndComplex"	"Musician"	883	6	"Hex."	"High"	"NA"	5	5	2	4
"S199"	"male"	"ReflectiveAndComplex"	"Musician"	537	5	"Hex."	"High"	"NA"	3	4	3	4
"S200"	"male"	"IntenseAndRebellious"	"Non-musician"	254	2	"Hex."	"High"	"NA"	6	5	1	2
"S201"	"male"	"IntenseAndRebellious"	"Musician"	868	5	"Hex."	"High"	"NA"	5	4	3	3
"S202"	"male"	"EnergeticAndRhythmic"	"Musician"	726	5	"Hex."	"High"	"NA"	3	5	6	5
"S203"	"male"	"EnergeticAndRhythmic"	"Non-musician"	180	5	"Hex."	"High"	"NA"	5	4	2	4
"S204"	"female"	"ReflectiveAndComplex"	"Musician"	893	3	"Hex."	"High"	"NA"	4	5	2	4
"S205"	"female"	"UpbeatAndConventional"	"Musician"	990	6	"Hex."	"High"	"NA"	5	6	3	5
"S206"	"male"	"IntenseAndRebellious"	"Non-musician"	137	3	"Hex."	"High"	"NA"	6	4	3	3
"S207"	"female"	"IntenseAndRebellious"	"Non-musician"	263	2	"Hex."	"High"	"NA"	4	3	3	3
"S208"	"male"	"ReflectiveAndComplex"	"Non-musician"	353	2	"Hex."	"High"	"NA"	6	5	2	6
"S209"	"male"	"IntenseAndRebellious"	"Musician"	703	5	"Hex."	"High"	"NA"	6	6	1	4
"S210"	"male"	"ReflectiveAndComplex"	"Non-musician"	404	4	"Hex."	"High"	"NA"	6	4	2	3
"S211"	"female"	"UpbeatAndConventional"	"Non-musician"	99	3	"Hex."	"High"	"NA"	5	3	3	1
"S212"	"male"	"ReflectiveAndComplex"	"Non-musician"	444	5	"Hex."	"High"	"NA"	4	2	5	5
"S213"	"female"	"ReflectiveAndComplex"	"Non-musician"	378	4	"Hex."	"High"	"NA"	3	3	2	3
"S214"	"female"	"UpbeatAndConventional"	"Non-musician"	100	3	"Hex."	"High"	"NA"	5	3	2	3
"S215"	"male"	"UpbeatAndConventional"	"Non-musician"	100	1	"Hex."	"High"	"NA"	6	3	1	5
"S216"	"male"	"ReflectiveAndComplex"	"Non-musician"	403	6	"Hex."	"High"	"NA"	3	7	4	7
"S217"	"male"	"IntenseAndRebellious"	"Non-musician"	309	2	"Hex."	"High"	"NA"	6	5	2	6
"S218"	"male"	"IntenseAndRebellious"	"Non-musician"	175	3	"Hex."	"High"	"NA"	5	3	3	1
"S219"	"female"	"EnergeticAndRhythmic"	"Musician"	989	2	"Hex."	"High"	"NA"	3	3	1	1
"S220"	"male"	"IntenseAndRebellious"	"Non-musician"	81	4	"Hex."	"High"	"NA"	5	4	3	4
"S221"	"male"	"IntenseAndRebellious"	"Non-musician"	470	4	"Hex."	"High"	"NA"	5	3	2	4
"S222"	"female"	"IntenseAndRebellious"	"Musician"	899	4	"Hex."	"High"	"NA"	4	3	4	5
"S223"	"female"	"ReflectiveAndComplex"	"Non-musician"	68	5	"Hex."	"High"	"NA"	6	6	2	2
"S224"	"male"	"ReflectiveAndComplex"	"Non-musician"	31	6	"Hex."	"High"	"NA"	5	2	3	6
"S225"	"female"	"IntenseAndRebellious"	"Musician"	546	5	"Hex."	"High"	"NA"	3	1	2	1
"S226"	"female"	"UpbeatAndConventional"	"Non-musician"	54	2	"Hex."	"High"	"NA"	5	3	2	4
"S227"	"male"	"IntenseAndRebellious"	"Musician"	734	3	"Hex."	"High"	"NA"	7	5	1	3
"S228"	"female"	"IntenseAndRebellious"	"Non-musician"	221	4	"Hex."	"High"	"NA"	5	5	3	2
"S229"	"male"	"IntenseAndRebellious"	"Musician"	848	5	"Hex."	"High"	"NA"	5	7	5	4
"S230"	"female"	"ReflectiveAndComplex"	"Non-musician"	202	4	"Hex."	"High"	"NA"	6	6	2	4
"S231"	"female"	"UpbeatAndConventional"	"Non-musician"	116	2	"Hex."	"High"	"NA"	6	3	2	2
"S232"	"female"	"IntenseAndRebellious"	"Musician"	929	4	"Hex."	"High"	"NA"	4	4	3	4
"S233"	"female"	"UpbeatAndConventional"	"Non-musician"	246	5	"Hex."	"High"	"NA"	5	5	5	5
"S234"	"male"	"ReflectiveAndComplex"	"Non-musician"	245	2	"Hex."	"High"	"NA"	3	4	3	4
"S235"	"male"	"IntenseAndRebellious"	"Musician"	978	4	"Hex."	"High"	"NA"	5	4	3	4
"S236"	"male"	"ReflectiveAndComplex"	"Musician"	972	4	"Hex."	"High"	"NA"	5	4	3	4
"S237"	"male"	"ReflectiveAndComplex"	"Musician"	975	2	"Hex."	"High"	"NA"	3	5	5	5
"S238"	"male"	"ReflectiveAndComplex"	"Musician"	904	3	"Hex."	"High"	"NA"	5	7	5	3
"S239"	"female"	"ReflectiveAndComplex"	"Non-musician"	351	3	"Hex."	"High"	"NA"	6	7	1	7
"S240"	"female"	"IntenseAndRebellious"	"Non-musician"	135	5	"Hex."	"High"	"NA"	5	3	2	4
"S241"	"female"	"UpbeatAndConventional"	"Musician"	960	3	"Hex."	"High"	"NA"	3	5	2	5
"S242"	"female"	"ReflectiveAndComplex"	"Musician"	509	3	"Hex."	"High"	"NA"	5	3	2	2
"S243"	"female"	"UpbeatAndConventional"	"Non-musician"	81	5	"Hex."	"High"	"NA"	5	5	5	5
"S244"	"female"	"UpbeatAndConventional"	"Non-musician"	293	3	"Hex."	"High"	"NA"	5	5	3	3
"S245"	"female"	"ReflectiveAndComplex"	"Musician"	997	5	"Hex."	"High"	"NA"	5	5	3	5
"S246"	"female"	"UpbeatAndConventional"	"Musician"	517	4	"Hex."	"High"	"NA"	5	4	3	4
"S247"	"male"	"UpbeatAndConventional"	"Non-musician"	334	3	"Hex."	"High"	"NA"	6	5	1	3
"S248"	"male"	"IntenseAndRebellious"	"Non-musician"	422	4	"Hex."	"High"	"NA"	5	5	3	4
"S249"	"male"	"ReflectiveAndComplex"	"Musician"	798	2	"Hex."	"High"	"NA"	5	5	1	5
"S250"	"male"	"EnergeticAndRhythmic"	"Non-musician"	424	3	"Hex."	"High"	"NA"	6	3	3	7
"S251"	"female"	"EnergeticAndRhythmic"	"Musician"	959	4	"Hex."	"High"	"NA"	4	4	2	5
"S252"	"male"	"ReflectiveAndComplex"	"Musician"	986	4	"Hex."	"High"	"NA"	6	6	1	2
